poolAddress,date,tx_count,unique_users,pool_name,token0Symbol,token1Symbol,fee,fee_percentage,poolType,tx_count_3d_avg,tx_count_7d_avg,tx_count_7d_std,tx_count_cumulative,days_since_start,day_number,tx_growth_rate,target_tx_3d_ahead,target_tx_3d_avg_ahead,target_tx_7d_ahead,target_tx_7d_avg_ahead,stablecoin_pair_type,activity_level,pool_maturity,volatility_level
0x5c95d4b1c3321cf898d25949f41d50be2db5bc1d,2025-03-04,95,93,Unknown Pool,TOKEN0,TOKEN1,500.0,0.0005,stablecoin,93.66666666666669,101.0,41.093389573831296,404.0,3.0,4.0,1.0652173913043477,70.0,96.0,85.0,87.57142857142857,other,high,new,medium_vol
0x00cef0386ed94d738c8f8a74e8bfd0376926d24c,2025-03-05,3,3,Unknown Pool,TOKEN0,TOKEN1,500.0,0.0005,stablecoin,9.0,11.8,6.978538528947161,59.0,4.0,5.0,-0.8235294117647058,17.0,17.0,19.0,15.428571428571429,other,low,new,low_vol
0x13394005c1012e708fce1eb974f1130fdc73a5ce,2025-03-05,8,8,Unknown Pool,TOKEN0,TOKEN1,500.0,0.0005,stablecoin,11.0,12.4,3.646916505762094,62.0,4.0,5.0,-0.5,30.0,29.0,27.0,30.142857142857142,other,medium,new,low_vol
0x16980c16811bde2b3358c1ce4341541a4c772ec9,2025-03-05,13,13,Unknown Pool,TOKEN0,TOKEN1,500.0,0.0005,stablecoin,9.0,7.2,4.08656334834051,36.0,4.0,5.0,0.3,7.0,6.0,8.0,6.428571428571429,other,medium,new,low_vol
0x2bc477c7c00511ec8a2ea667dd8210af9ff15e1d,2025-03-05,18,18,Unknown Pool,TOKEN0,TOKEN1,500.0,0.0005,stablecoin,8.333333333333334,6.4,6.8044103344816,32.0,4.0,5.0,2.0,16.0,54.666666666666664,5.0,25.428571428571427,other,medium,new,low_vol
0x3416cf6c708da44db2624d63ea0aaef7113527c6,2025-03-05,3039,3000,USDC/USDT,USDC,USDT,100.0,0.0001,stablecoin,2130.6666666666665,2337.6,674.8446487896307,11688.0,4.0,5.0,0.5044554455445545,2065.0,2162.3333333333335,2640.0,2103.5714285714284,major_usd,high,new,high_vol
0x435664008f38b0650fbc1c9fc971d0a3bc2f1e47,2025-03-05,685,677,Unknown Pool,TOKEN0,TOKEN1,500.0,0.0005,stablecoin,556.3333333333334,603.2,101.81944804407456,3016.0,4.0,5.0,0.3672654690618762,471.0,568.0,541.0,525.1428571428571,other,high,new,high_vol
0x48da0965ab2d2cbf1c17c09cfb5cbe67ad5b1406,2025-03-05,782,753,Unknown Pool,TOKEN0,TOKEN1,500.0,0.0005,stablecoin,525.3333333333334,519.4,189.93630511305625,2597.0,4.0,5.0,0.4481481481481482,563.0,569.3333333333334,818.0,542.8571428571429,other,high,new,high_vol
0x4e0924d3a751be199c426d52fb1f2337fa96f736,2025-03-05,46,44,LUSD/USDC,LUSD,USDC,500.0,0.0005,stablecoin,37.666666666666664,40.8,12.02913130695646,204.0,4.0,5.0,0.0454545454545454,52.0,48.666666666666664,58.0,49.0,other,high,new,medium_vol
0x5777d92f208679db4b9778590fa3cab3ac9e2168,2025-03-05,604,551,DAI/USDC,DAI,USDC,100.0,0.0001,stablecoin,405.3333333333333,440.4,149.78417806964794,2202.0,4.0,5.0,0.4767726161369192,359.0,400.6666666666667,657.0,394.1428571428572,major_usd,high,new,high_vol
0x58b8a1cae4c8eede897c0c9987ff4b5714ef3975,2025-03-05,1,1,Unknown Pool,TOKEN0,TOKEN1,500.0,0.0005,stablecoin,1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.3333333333333333,0.0,1.0,other,very_low,new,
0x5aa1356999821b533ec5d9f79c23b8cb7c295c61,2025-03-05,15,15,Unknown Pool,TOKEN0,TOKEN1,500.0,0.0005,stablecoin,8.0,10.4,5.8991524815010505,52.0,4.0,5.0,4.0,9.0,9.666666666666666,13.0,12.857142857142858,other,medium,new,low_vol
0x5c95d4b1c3321cf898d25949f41d50be2db5bc1d,2025-03-05,114,113,Unknown Pool,TOKEN0,TOKEN1,500.0,0.0005,stablecoin,85.0,103.6,36.05967276612476,518.0,4.0,5.0,0.1999999999999999,84.0,86.0,161.0,94.28571428571428,other,high,new,medium_vol
0x00cef0386ed94d738c8f8a74e8bfd0376926d24c,2025-03-06,12,12,Unknown Pool,TOKEN0,TOKEN1,500.0,0.0005,stablecoin,10.666666666666666,11.833333333333334,6.242328625334192,71.0,5.0,6.0,3.0,19.0,19.333333333333332,18.0,16.285714285714285,other,medium,new,low_vol
0x13394005c1012e708fce1eb974f1130fdc73a5ce,2025-03-06,17,17,Unknown Pool,TOKEN0,TOKEN1,500.0,0.0005,stablecoin,13.666666666666666,13.166666666666666,3.763863263545405,79.0,5.0,6.0,1.125,24.0,31.333333333333332,52.0,35.142857142857146,other,medium,new,low_vol
0x16980c16811bde2b3358c1ce4341541a4c772ec9,2025-03-06,6,6,Unknown Pool,TOKEN0,TOKEN1,500.0,0.0005,stablecoin,9.666666666666666,7.0,3.687817782917155,42.0,5.0,6.0,-0.5384615384615384,6.0,6.0,10.0,7.0,other,medium,new,low_vol
0x2bc477c7c00511ec8a2ea667dd8210af9ff15e1d,2025-03-06,96,96,Unknown Pool,TOKEN0,TOKEN1,500.0,0.0005,stablecoin,40.0,21.333333333333332,37.08189135773237,128.0,5.0,6.0,4.333333333333333,3.0,23.666666666666668,3.0,12.142857142857142,other,high,new,medium_vol
0x3416cf6c708da44db2624d63ea0aaef7113527c6,2025-03-06,2443,2418,USDC/USDT,USDC,USDT,100.0,0.0001,stablecoin,2500.6666666666665,2355.1666666666665,605.131197895685,14131.0,5.0,6.0,-0.1961171437973017,2143.0,2062.3333333333335,2174.0,2065.1428571428573,major_usd,high,new,high_vol
0x435664008f38b0650fbc1c9fc971d0a3bc2f1e47,2025-03-06,627,620,Unknown Pool,TOKEN0,TOKEN1,500.0,0.0005,stablecoin,604.3333333333334,607.1666666666666,91.58693502168671,3643.0,5.0,6.0,-0.0846715328467153,474.0,517.0,470.0,502.7142857142857,other,high,new,high_vol
0x48da0965ab2d2cbf1c17c09cfb5cbe67ad5b1406,2025-03-06,638,612,Unknown Pool,TOKEN0,TOKEN1,500.0,0.0005,stablecoin,653.3333333333334,539.1666666666666,176.64927587359838,3235.0,5.0,6.0,-0.1841432225063938,491.0,520.3333333333334,483.0,520.7142857142857,other,high,new,high_vol
0x4e0924d3a751be199c426d52fb1f2337fa96f736,2025-03-06,45,45,LUSD/USDC,LUSD,USDC,500.0,0.0005,stablecoin,45.0,41.5,10.89495295997188,249.0,5.0,6.0,-0.0217391304347825,58.0,53.0,37.0,47.857142857142854,other,high,new,medium_vol
0x5777d92f208679db4b9778590fa3cab3ac9e2168,2025-03-06,486,432,DAI/USDC,DAI,USDC,100.0,0.0001,stablecoin,499.6666666666667,448.0,135.25827146611036,2688.0,5.0,6.0,-0.195364238410596,324.0,346.6666666666667,370.0,377.57142857142856,major_usd,high,new,high_vol
0x58b8a1cae4c8eede897c0c9987ff4b5714ef3975,2025-03-06,0,0,Unknown Pool,TOKEN0,TOKEN1,500.0,0.0005,stablecoin,0.6666666666666666,0.6666666666666666,0.5773502691896258,2.0,2.0,3.0,-1.0,3.0,1.3333333333333333,9.0,2.2857142857142856,other,,new,stable
0x5aa1356999821b533ec5d9f79c23b8cb7c295c61,2025-03-06,12,12,Unknown Pool,TOKEN0,TOKEN1,500.0,0.0005,stablecoin,10.0,10.666666666666666,5.316640543300503,64.0,5.0,6.0,-0.1999999999999999,33.0,16.666666666666668,12.0,12.857142857142858,other,medium,new,low_vol
0x5c95d4b1c3321cf898d25949f41d50be2db5bc1d,2025-03-06,104,104,Unknown Pool,TOKEN0,TOKEN1,500.0,0.0005,stablecoin,104.33333333333331,103.66666666666669,32.25316521934966,622.0,5.0,6.0,-0.087719298245614,87.0,80.33333333333333,81.0,91.0,other,high,new,medium_vol
0x00cef0386ed94d738c8f8a74e8bfd0376926d24c,2025-03-07,22,22,Unknown Pool,TOKEN0,TOKEN1,500.0,0.0005,stablecoin,12.333333333333334,13.285714285714286,6.8729975438737965,93.0,6.0,7.0,0.8333333333333333,11.0,15.666666666666666,19.0,15.857142857142858,other,high,new,low_vol
0x13394005c1012e708fce1eb974f1130fdc73a5ce,2025-03-07,40,40,Unknown Pool,TOKEN0,TOKEN1,500.0,0.0005,stablecoin,21.666666666666668,17.0,10.708252269472672,119.0,6.0,7.0,1.3529411764705883,46.0,33.333333333333336,35.0,34.42857142857143,other,high,new,medium_vol
0x16980c16811bde2b3358c1ce4341541a4c772ec9,2025-03-07,5,5,Unknown Pool,TOKEN0,TOKEN1,500.0,0.0005,stablecoin,8.0,6.714285714285714,3.450327796711771,47.0,6.0,7.0,-0.1666666666666666,2.0,5.0,12.0,8.0,other,low,new,low_vol
0x2bc477c7c00511ec8a2ea667dd8210af9ff15e1d,2025-03-07,52,51,Unknown Pool,TOKEN0,TOKEN1,500.0,0.0005,stablecoin,55.333333333333336,25.714285714285715,35.780414967382576,180.0,6.0,7.0,-0.4583333333333333,2.0,7.0,12.0,6.428571428571429,other,high,new,medium_vol
0x3416cf6c708da44db2624d63ea0aaef7113527c6,2025-03-07,1979,1964,USDC/USDT,USDC,USDT,100.0,0.0001,stablecoin,2487.0,2301.4285714285716,570.4100446587692,16110.0,6.0,7.0,-0.1899304134261153,1473.0,1893.6666666666667,2172.0,2092.714285714286,major_usd,high,new,high_vol
0x435664008f38b0650fbc1c9fc971d0a3bc2f1e47,2025-03-07,606,593,Unknown Pool,TOKEN0,TOKEN1,500.0,0.0005,stablecoin,639.3333333333334,607.0,83.60821331264849,4249.0,6.0,7.0,-0.0334928229665071,502.0,482.3333333333333,498.0,487.2857142857143,other,high,new,high_vol
0x48da0965ab2d2cbf1c17c09cfb5cbe67ad5b1406,2025-03-07,507,485,Unknown Pool,TOKEN0,TOKEN1,500.0,0.0005,stablecoin,642.3333333333334,534.5714285714286,161.71565286314242,3742.0,6.0,7.0,-0.2053291536050157,225.0,426.3333333333333,538.0,525.1428571428571,other,high,new,high_vol
0x4e0924d3a751be199c426d52fb1f2337fa96f736,2025-03-07,49,47,LUSD/USDC,LUSD,USDC,500.0,0.0005,stablecoin,46.666666666666664,42.57142857142857,10.341778423094404,298.0,6.0,7.0,0.0888888888888888,51.0,53.666666666666664,34.0,45.714285714285715,other,high,new,medium_vol
0x5777d92f208679db4b9778590fa3cab3ac9e2168,2025-03-07,357,318,DAI/USDC,DAI,USDC,100.0,0.0001,stablecoin,482.3333333333333,435.0,128.1743604106011,3045.0,6.0,7.0,-0.265432098765432,191.0,291.3333333333333,374.0,380.0,major_usd,high,new,high_vol
0x58b8a1cae4c8eede897c0c9987ff4b5714ef3975,2025-03-07,1,1,Unknown Pool,TOKEN0,TOKEN1,500.0,0.0005,stablecoin,0.6666666666666666,0.75,0.5,3.0,3.0,4.0,inf,1.0,1.3333333333333333,0.0,2.142857142857143,other,very_low,new,stable
0x5aa1356999821b533ec5d9f79c23b8cb7c295c61,2025-03-07,8,8,Unknown Pool,TOKEN0,TOKEN1,500.0,0.0005,stablecoin,11.666666666666666,10.285714285714286,4.956957592256421,72.0,6.0,7.0,-0.3333333333333333,6.0,16.0,9.0,13.0,other,medium,new,low_vol
0x5c95d4b1c3321cf898d25949f41d50be2db5bc1d,2025-03-07,70,70,Unknown Pool,TOKEN0,TOKEN1,500.0,0.0005,stablecoin,96.0,98.85714285714286,32.07506077639641,692.0,6.0,7.0,-0.3269230769230768,69.0,80.0,54.0,88.71428571428571,other,high,new,medium_vol
0x00cef0386ed94d738c8f8a74e8bfd0376926d24c,2025-03-08,17,17,Unknown Pool,TOKEN0,TOKEN1,500.0,0.0005,stablecoin,17.0,12.857142857142858,6.4660284417503,110.0,7.0,8.0,-0.2272727272727273,8.0,12.666666666666666,16.0,15.714285714285714,other,medium,new,low_vol
0x13394005c1012e708fce1eb974f1130fdc73a5ce,2025-03-08,30,30,Unknown Pool,TOKEN0,TOKEN1,500.0,0.0005,stablecoin,29.0,19.142857142857142,11.696560340951686,149.0,7.0,8.0,-0.25,27.0,32.333333333333336,75.0,40.857142857142854,other,high,new,medium_vol
0x16980c16811bde2b3358c1ce4341541a4c772ec9,2025-03-08,7,7,Unknown Pool,TOKEN0,TOKEN1,500.0,0.0005,stablecoin,6.0,7.0,3.366501646120693,54.0,7.0,8.0,0.3999999999999999,11.0,6.333333333333333,4.0,7.571428571428571,other,medium,new,low_vol
0x2bc477c7c00511ec8a2ea667dd8210af9ff15e1d,2025-03-08,16,15,Unknown Pool,TOKEN0,TOKEN1,500.0,0.0005,stablecoin,54.666666666666664,27.714285714285715,34.60594498885168,196.0,7.0,8.0,-0.6923076923076923,4.0,3.0,7.0,5.142857142857143,other,medium,new,medium_vol
0x3416cf6c708da44db2624d63ea0aaef7113527c6,2025-03-08,2065,2053,USDC/USDT,USDC,USDT,100.0,0.0001,stablecoin,2162.3333333333335,2234.714285714286,566.2427966534361,18175.0,7.0,8.0,0.0434562910560889,1982.0,1866.0,1842.0,2060.8571428571427,major_usd,high,new,high_vol
0x435664008f38b0650fbc1c9fc971d0a3bc2f1e47,2025-03-08,471,457,Unknown Pool,TOKEN0,TOKEN1,500.0,0.0005,stablecoin,568.0,578.0,91.34367338062704,4720.0,7.0,8.0,-0.2227722772277227,455.0,477.0,354.0,470.57142857142856,other,high,new,high_vol
0x48da0965ab2d2cbf1c17c09cfb5cbe67ad5b1406,2025-03-08,563,522,Unknown Pool,TOKEN0,TOKEN1,500.0,0.0005,stablecoin,569.3333333333334,548.7142857142857,158.8182549181236,4305.0,7.0,8.0,0.1104536489151872,558.0,424.6666666666667,395.0,501.1428571428572,other,high,new,high_vol
0x4e0924d3a751be199c426d52fb1f2337fa96f736,2025-03-08,52,43,LUSD/USDC,LUSD,USDC,500.0,0.0005,stablecoin,48.666666666666664,42.142857142857146,9.788233947425033,350.0,7.0,8.0,0.0612244897959184,30.0,46.333333333333336,17.0,40.714285714285715,other,high,new,low_vol
0x5777d92f208679db4b9778590fa3cab3ac9e2168,2025-03-08,359,335,DAI/USDC,DAI,USDC,100.0,0.0001,stablecoin,400.6666666666667,414.8571428571428,127.33345799046504,3404.0,7.0,8.0,0.0056022408963585,385.0,300.0,291.0,370.2857142857143,major_usd,high,new,high_vol
0x58b8a1cae4c8eede897c0c9987ff4b5714ef3975,2025-03-08,0,0,Unknown Pool,TOKEN0,TOKEN1,500.0,0.0005,stablecoin,0.3333333333333333,0.6,0.5477225575051661,3.0,4.0,5.0,-1.0,2.0,2.0,0.0,2.142857142857143,other,,new,stable
